# counts along tube 10
# position of bar 400.000545
0	0.0	0.0
1	1.0	1.0
2	11.0	3.31662479036
3	6.0	2.44948974278
4	19.0	4.35889894354
5	30.0	5.47722557505
6	38.0	6.16441400297
7	98.0	9.89949493661
8	193.0	13.8924439894
9	525.0	22.9128784748
10	732.0	27.0554985169
11	882.0	29.6984848098
12	754.0	27.4590604355
13	821.0	28.6530975638
14	748.0	27.3495886624
15	889.0	29.8161030318
16	842.0	29.0172362571
17	916.0	30.2654919008
18	842.0	29.0172362571
19	835.0	28.8963665536
20	798.0	28.2488937837
21	838.0	28.9482296523
22	830.0	28.8097205818
23	875.0	29.5803989155
24	827.0	28.7576076891
25	848.0	29.1204395571
26	844.0	29.0516780927
27	866.0	29.4278779391
28	837.0	28.930952283
29	870.0	29.4957624075
30	869.0	29.478805946
31	852.0	29.1890390387
32	848.0	29.1204395571
33	878.0	29.6310647801
34	839.0	28.9654967159
35	881.0	29.6816441593
36	852.0	29.1890390387
37	809.0	28.4429253067
38	827.0	28.7576076891
39	865.0	29.4108823397
40	869.0	29.478805946
41	800.0	28.2842712475
42	815.0	28.5482048472
43	811.0	28.4780617318
44	795.0	28.1957443597
45	783.0	27.9821371593
46	848.0	29.1204395571
47	847.0	29.1032644217
48	902.0	30.0333148354
49	821.0	28.6530975638
50	858.0	29.2916370318
51	857.0	29.2745623366
52	836.0	28.9136645896
53	802.0	28.319604517
54	870.0	29.4957624075
55	798.0	28.2488937837
56	846.0	29.0860791445
57	821.0	28.6530975638
58	812.0	28.4956136976
59	837.0	28.930952283
60	854.0	29.2232783924
61	871.0	29.5127091267
62	761.0	27.5862284483
63	836.0	28.9136645896
64	813.0	28.5131548588
65	855.0	29.2403830344
66	833.0	28.8617393793
67	804.0	28.3548937575
68	838.0	28.9482296523
69	824.0	28.7054001888
70	780.0	27.9284800875
71	881.0	29.6816441593
72	830.0	28.8097205818
73	826.0	28.7402157264
74	836.0	28.9136645896
75	783.0	27.9821371593
76	827.0	28.7576076891
77	813.0	28.5131548588
78	874.0	29.5634909982
79	816.0	28.5657137142
80	822.0	28.6705423737
81	818.0	28.6006992922
82	832.0	28.8444102037
83	825.0	28.7228132327
84	832.0	28.8444102037
85	871.0	29.5127091267
86	829.0	28.7923600978
87	860.0	29.3257565972
88	812.0	28.4956136976
89	821.0	28.6530975638
90	731.0	27.0370116692
91	507.0	22.5166604984
92	259.0	16.0934769394
93	93.0	9.64365076099
94	50.0	7.07106781187
95	49.0	7.0
96	19.0	4.35889894354
97	20.0	4.472135955
98	27.0	5.19615242271
99	38.0	6.16441400297
100	51.0	7.14142842854
101	123.0	11.0905365064
102	380.0	19.4935886896
103	672.0	25.9229627936
104	760.0	27.5680975042
105	845.0	29.0688837075
106	775.0	27.8388218142
107	818.0	28.6006992922
108	789.0	28.0891438104
109	760.0	27.5680975042
110	795.0	28.1957443597
111	837.0	28.930952283
112	849.0	29.1376045687
113	789.0	28.0891438104
114	820.0	28.6356421266
115	805.0	28.3725219182
116	836.0	28.9136645896
117	850.0	29.1547594742
118	846.0	29.0860791445
119	828.0	28.7749891399
120	804.0	28.3548937575
121	868.0	29.4618397253
122	822.0	28.6705423737
123	857.0	29.2745623366
124	820.0	28.6356421266
125	839.0	28.9654967159
126	807.0	28.4077454227
127	793.0	28.1602556807
128	788.0	28.0713376952
129	837.0	28.930952283
130	819.0	28.6181760425
131	811.0	28.4780617318
132	853.0	29.206163733
133	804.0	28.3548937575
134	867.0	29.4448637287
135	780.0	27.9284800875
136	832.0	28.8444102037
137	794.0	28.1780056072
138	773.0	27.8028775489
139	777.0	27.8747197295
140	883.0	29.7153159162
141	771.0	27.7668867538
142	811.0	28.4780617318
143	815.0	28.5482048472
144	826.0	28.7402157264
145	803.0	28.3372546306
146	834.0	28.8790581564
147	747.0	27.3313007374
148	832.0	28.8444102037
149	769.0	27.7308492477
150	729.0	27.0
151	801.0	28.3019433962
152	843.0	29.0344622819
153	737.0	27.147743921
154	772.0	27.7848879789
155	831.0	28.8270706108
156	756.0	27.4954541697
157	828.0	28.7749891399
158	781.0	27.946377225
159	787.0	28.0535202782
160	847.0	29.1032644217
161	824.0	28.7054001888
162	818.0	28.6006992922
163	807.0	28.4077454227
164	789.0	28.0891438104
165	836.0	28.9136645896
166	849.0	29.1376045687
167	762.0	27.6043474837
168	767.0	27.6947648483
169	803.0	28.3372546306
170	843.0	29.0344622819
171	777.0	27.8747197295
172	770.0	27.748873851
173	793.0	28.1602556807
174	770.0	27.748873851
175	752.0	27.4226184016
176	795.0	28.1957443597
177	805.0	28.3725219182
178	786.0	28.0356915378
179	792.0	28.1424945589
180	797.0	28.231188427
181	771.0	27.7668867538
182	816.0	28.5657137142
183	812.0	28.4956136976
184	831.0	28.8270706108
185	800.0	28.2842712475
186	792.0	28.1424945589
187	847.0	29.1032644217
188	834.0	28.8790581564
189	757.0	27.5136329844
190	801.0	28.3019433962
191	798.0	28.2488937837
192	804.0	28.3548937575
193	785.0	28.0178514522
194	779.0	27.9105714739
195	817.0	28.5832118559
196	827.0	28.7576076891
197	793.0	28.1602556807
198	855.0	29.2403830344
199	798.0	28.2488937837
200	782.0	27.9642629082
201	812.0	28.4956136976
202	858.0	29.2916370318
203	779.0	27.9105714739
204	755.0	27.4772633281
205	785.0	28.0178514522
206	791.0	28.1247222209
207	830.0	28.8097205818
208	754.0	27.4590604355
209	804.0	28.3548937575
210	812.0	28.4956136976
211	830.0	28.8097205818
212	767.0	27.6947648483
213	800.0	28.2842712475
214	777.0	27.8747197295
215	780.0	27.9284800875
216	810.0	28.4604989415
217	783.0	27.9821371593
218	763.0	27.6224546339
219	746.0	27.3130005675
220	797.0	28.231188427
221	771.0	27.7668867538
222	801.0	28.3019433962
223	794.0	28.1780056072
224	756.0	27.4954541697
225	819.0	28.6181760425
226	772.0	27.7848879789
227	810.0	28.4604989415
228	784.0	28.0
229	804.0	28.3548937575
230	806.0	28.3901391332
231	771.0	27.7668867538
232	784.0	28.0
233	777.0	27.8747197295
234	805.0	28.3725219182
235	834.0	28.8790581564
236	791.0	28.1247222209
237	790.0	28.1069386451
238	806.0	28.3901391332
239	778.0	27.892651362
240	779.0	27.9105714739
241	752.0	27.4226184016
242	763.0	27.6224546339
243	782.0	27.9642629082
244	766.0	27.6767050062
245	802.0	28.319604517
246	749.0	27.3678643668
247	681.0	26.0959767014
248	538.0	23.1948270095
249	322.0	17.9443584449
250	180.0	13.416407865
251	110.0	10.4880884817
252	63.0	7.93725393319
253	37.0	6.0827625303
254	43.0	6.5574385243
255	14.0	3.74165738677
